process_code,process_name,endpoint,rule_code,rule_name,rule_description,failure_action,trigger_point,audit_record
P014,纪律、责任与申诉,员工端,R10,审计证据链,关键操作保留操作者、身份、时间、前后值、原因、哈希和请求ID,关键审计失败则阻断,全流程,规则版本、命中结果、输入摘要、处理结果
P014,纪律、责任与申诉,员工端,,,,,,
P015,成长积分与荣誉积分,员工端,R01,唯一性与幂等,同一业务对象、节点和幂等键不得重复创建有效单据,阻断并返回已有单号,所有提交/接口,规则版本、命中结果、输入摘要、处理结果
P015,成长积分与荣誉积分,员工端,R02,身份与任职有效性,经办人须通过统一认证，当前任职身份在办理时点有效,阻断；重新选择身份或转授权,所有人工节点,规则版本、命中结果、输入摘要、处理结果
P015,成长积分与荣誉积分,员工端,R03,组织数据范围,仅能查看和处理授权中心、部门、岗位或本人数据,拒绝访问并审计,查询/处理/导出,规则版本、命中结果、输入摘要、处理结果
P015,成长积分与荣誉积分,员工端,R04,必填与格式,必填、类型、长度、时间区间、金额精度须通过服务端校验,退回当前表单,提交前,规则版本、命中结果、输入摘要、处理结果
P015,成长积分与荣誉积分,员工端,R05,状态迁移,仅允许按已发布状态机迁移；重复回调返回原结果,阻断非法迁移,节点提交/回调,规则版本、命中结果、输入摘要、处理结果
P015,成长积分与荣誉积分,员工端,R06,附件安全,附件完成病毒、格式、大小、敏感内容和权限校验,隔离附件并要求补充,上传/下载,规则版本、命中结果、输入摘要、处理结果
P015,成长积分与荣誉积分,员工端,R07,敏感字段,P2/P3字段按最小必要显示；导出需审批、水印、短链和二次认证,拒绝或脱敏,查看/导出,规则版本、命中结果、输入摘要、处理结果
P015,成长积分与荣誉积分,员工端,R08,版本一致性,历史实例固定流程、规则、表单和字典版本,版本冲突时禁止提交,保存/提交,规则版本、命中结果、输入摘要、处理结果
P015,成长积分与荣誉积分,员工端,R09,关闭条件,关闭前必须完成必选子任务、结算/回执、异常和归档检查,转整改/待关闭,关闭节点,规则版本、命中结果、输入摘要、处理结果
P015,成长积分与荣誉积分,员工端,R10,审计证据链,关键操作保留操作者、身份、时间、前后值、原因、哈希和请求ID,关键审计失败则阻断,全流程,规则版本、命中结果、输入摘要、处理结果
P015,成长积分与荣誉积分,员工端,R11,先行止险,人员安全优先；重大事件允许先处置后补单，但不得删除证据,立即升级并锁证,事件触发,规则版本、命中结果、输入摘要、处理结果
P015,成长积分与荣誉积分,员工端,R12,唯一案件,同一事件保留一个主案件，相关工单、投诉、维修、赔付为子单,合并或关联已有案件,立案,规则版本、命中结果、输入摘要、处理结果
P015,成长积分与荣誉积分,员工端,,,,,,
P016,员工福利与关怀,员工端,R01,唯一性与幂等,同一业务对象、节点和幂等键不得重复创建有效单据,阻断并返回已有单号,所有提交/接口,规则版本、命中结果、输入摘要、处理结果
P016,员工福利与关怀,员工端,R02,身份与任职有效性,经办人须通过统一认证，当前任职身份在办理时点有效,阻断；重新选择身份或转授权,所有人工节点,规则版本、命中结果、输入摘要、处理结果
P016,员工福利与关怀,员工端,R03,组织数据范围,仅能查看和处理授权中心、部门、岗位或本人数据,拒绝访问并审计,查询/处理/导出,规则版本、命中结果、输入摘要、处理结果
P016,员工福利与关怀,员工端,R04,必填与格式,必填、类型、长度、时间区间、金额精度须通过服务端校验,退回当前表单,提交前,规则版本、命中结果、输入摘要、处理结果
P016,员工福利与关怀,员工端,R05,状态迁移,仅允许按已发布状态机迁移；重复回调返回原结果,阻断非法迁移,节点提交/回调,规则版本、命中结果、输入摘要、处理结果
P016,员工福利与关怀,员工端,R06,附件安全,附件完成病毒、格式、大小、敏感内容和权限校验,隔离附件并要求补充,上传/下载,规则版本、命中结果、输入摘要、处理结果
P016,员工福利与关怀,员工端,R07,敏感字段,P2/P3字段按最小必要显示；导出需审批、水印、短链和二次认证,拒绝或脱敏,查看/导出,规则版本、命中结果、输入摘要、处理结果
P016,员工福利与关怀,员工端,R08,版本一致性,历史实例固定流程、规则、表单和字典版本,版本冲突时禁止提交,保存/提交,规则版本、命中结果、输入摘要、处理结果
P016,员工福利与关怀,员工端,R09,关闭条件,关闭前必须完成必选子任务、结算/回执、异常和归档检查,转整改/待关闭,关闭节点,规则版本、命中结果、输入摘要、处理结果
P016,员工福利与关怀,员工端,R10,审计证据链,关键操作保留操作者、身份、时间、前后值、原因、哈希和请求ID,关键审计失败则阻断,全流程,规则版本、命中结果、输入摘要、处理结果
P016,员工福利与关怀,员工端,R11,金额与预算,金额非负，核定金额不超申请与可用预算，币种税率匹配规则,阻断并提示差异,金额保存/付款前,规则版本、命中结果、输入摘要、处理结果
P016,员工福利与关怀,员工端,R12,票据防重,发票代码、号码、日期、金额和影像哈希联合防重,阻断重复报销/付款,票据提交,规则版本、命中结果、输入摘要、处理结果
P016,员工福利与关怀,员工端,,,,,,
P017,电子签署,员工端,R01,唯一性与幂等,同一业务对象、节点和幂等键不得重复创建有效单据,阻断并返回已有单号,所有提交/接口,规则版本、命中结果、输入摘要、处理结果
P017,电子签署,员工端,R02,身份与任职有效性,经办人须通过统一认证，当前任职身份在办理时点有效,阻断；重新选择身份或转授权,所有人工节点,规则版本、命中结果、输入摘要、处理结果
P017,电子签署,员工端,R03,组织数据范围,仅能查看和处理授权中心、部门、岗位或本人数据,拒绝访问并审计,查询/处理/导出,规则版本、命中结果、输入摘要、处理结果
P017,电子签署,员工端,R04,必填与格式,必填、类型、长度、时间区间、金额精度须通过服务端校验,退回当前表单,提交前,规则版本、命中结果、输入摘要、处理结果
P017,电子签署,员工端,R05,状态迁移,仅允许按已发布状态机迁移；重复回调返回原结果,阻断非法迁移,节点提交/回调,规则版本、命中结果、输入摘要、处理结果
P017,电子签署,员工端,R06,附件安全,附件完成病毒、格式、大小、敏感内容和权限校验,隔离附件并要求补充,上传/下载,规则版本、命中结果、输入摘要、处理结果
P017,电子签署,员工端,R07,敏感字段,P2/P3字段按最小必要显示；导出需审批、水印、短链和二次认证,拒绝或脱敏,查看/导出,规则版本、命中结果、输入摘要、处理结果
P017,电子签署,员工端,R08,版本一致性,历史实例固定流程、规则、表单和字典版本,版本冲突时禁止提交,保存/提交,规则版本、命中结果、输入摘要、处理结果
P017,电子签署,员工端,R09,关闭条件,关闭前必须完成必选子任务、结算/回执、异常和归档检查,转整改/待关闭,关闭节点,规则版本、命中结果、输入摘要、处理结果
P017,电子签署,员工端,R10,审计证据链,关键操作保留操作者、身份、时间、前后值、原因、哈希和请求ID,关键审计失败则阻断,全流程,规则版本、命中结果、输入摘要、处理结果
P017,电子签署,员工端,R11,文档不可变,签署发起后哈希、主体、顺序和关键数据不可修改,作废并新建批次,签署发起后,规则版本、命中结果、输入摘要、处理结果
P017,电子签署,员工端,R12,证据归档,文件、证书、时间戳、回调报文和验签结果成套归档,不得更新为已签署,签署完成,规则版本、命中结果、输入摘要、处理结果
P017,电子签署,员工端,,,,,,
P018,数据导入,员工端,R01,唯一性与幂等,同一业务对象、节点和幂等键不得重复创建有效单据,阻断并返回已有单号,所有提交/接口,规则版本、命中结果、输入摘要、处理结果
P018,数据导入,员工端,R02,身份与任职有效性,经办人须通过统一认证，当前任职身份在办理时点有效,阻断；重新选择身份或转授权,所有人工节点,规则版本、命中结果、输入摘要、处理结果
P018,数据导入,员工端,R03,组织数据范围,仅能查看和处理授权中心、部门、岗位或本人数据,拒绝访问并审计,查询/处理/导出,规则版本、命中结果、输入摘要、处理结果
P018,数据导入,员工端,R04,必填与格式,必填、类型、长度、时间区间、金额精度须通过服务端校验,退回当前表单,提交前,规则版本、命中结果、输入摘要、处理结果
