process_code,process_name,endpoint,node_no,state_code,business_node,employee_duty,center_duty,tech_duty,data_object,domain_event,node_output
P017,电子签署,员工端,5,S05,身份认证,查看/配合,监督/协同,系统自动/技术保障,P017_S05,P017.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P017,电子签署,员工端,6,S06,签署,查看/配合,监督/协同,配置支撑/留痕,P017_S06,P017.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P017,电子签署,员工端,7,S07,回调验签,查看/配合,监督/协同,系统自动/技术保障,P017_S07,P017.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P017,电子签署,员工端,8,S08,文件与证书归档,查看/配合,主办/决策,配置支撑/留痕,P017_S08,P017.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P017,电子签署,员工端,9,S09,业务状态更新,查看/配合,监督/协同,配置支撑/留痕,P017_S09,P017.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P018,数据导入,员工端,1,S01,下载模板,查看/配合,监督/协同,配置支撑/留痕,P018_S01,P018.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P018,数据导入,员工端,2,S02,上传文件,查看/配合,监督/协同,配置支撑/留痕,P018_S02,P018.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P018,数据导入,员工端,3,S03,格式校验,查看/配合,主办/决策,配置支撑/留痕,P018_S03,P018.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P018,数据导入,员工端,4,S04,业务校验,查看/配合,主办/决策,配置支撑/留痕,P018_S04,P018.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P018,数据导入,员工端,5,S05,权限与范围校验,查看/配合,主办/决策,系统自动/技术保障,P018_S05,P018.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P018,数据导入,员工端,6,S06,差异预览,查看/配合,监督/协同,配置支撑/留痕,P018_S06,P018.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P018,数据导入,员工端,7,S07,用户确认,主办/填写,主办/决策,配置支撑/留痕,P018_S07,P018.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P018,数据导入,员工端,8,S08,异步执行,主办/填写,监督/协同,系统自动/技术保障,P018_S08,P018.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P018,数据导入,员工端,9,S09,结果报告,查看/配合,监督/协同,配置支撑/留痕,P018_S09,P018.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P018,数据导入,员工端,10,S10,错误行下载,查看/配合,监督/协同,配置支撑/留痕,P018_S10,P018.stage.10.completed,节点结果、附件、状态事件、通知与审计记录
P018,数据导入,员工端,11,S11,审计,查看/配合,监督/协同,系统自动/技术保障,P018_S11,P018.stage.11.completed,节点结果、附件、状态事件、通知与审计记录
P019,敏感导出与文件下载,员工端,1,S01,发起导出/下载,查看/配合,监督/协同,配置支撑/留痕,P019_S01,P019.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P019,敏感导出与文件下载,员工端,2,S02,数据范围校验,查看/配合,主办/决策,配置支撑/留痕,P019_S02,P019.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P019,敏感导出与文件下载,员工端,3,S03,字段与敏感级别校验,查看/配合,主办/决策,配置支撑/留痕,P019_S03,P019.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P019,敏感导出与文件下载,员工端,4,S04,用途和审批校验,查看/配合,主办/决策,配置支撑/留痕,P019_S04,P019.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P019,敏感导出与文件下载,员工端,5,S05,异步生成,查看/配合,监督/协同,系统自动/技术保障,P019_S05,P019.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P019,敏感导出与文件下载,员工端,6,S06,水印与短时链接,查看/配合,监督/协同,系统自动/技术保障,P019_S06,P019.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P019,敏感导出与文件下载,员工端,7,S07,二次认证,查看/配合,监督/协同,系统自动/技术保障,P019_S07,P019.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P019,敏感导出与文件下载,员工端,8,S08,下载留痕,查看/配合,监督/协同,配置支撑/留痕,P019_S08,P019.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P019,敏感导出与文件下载,员工端,9,S09,到期销毁,查看/配合,监督/协同,配置支撑/留痕,P019_S09,P019.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P020,数据质量与修复,员工端,1,S01,规则扫描发现问题,查看/配合,监督/协同,配置支撑/留痕,P020_S01,P020.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P020,数据质量与修复,员工端,2,S02,生成数据修复工单,查看/配合,监督/协同,系统自动/技术保障,P020_S02,P020.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P020,数据质量与修复,员工端,3,S03,责任域确认权威来源,主办/填写,主办/决策,配置支撑/留痕,P020_S03,P020.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P020,数据质量与修复,员工端,4,S04,影响分析,查看/配合,监督/协同,配置支撑/留痕,P020_S04,P020.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P020,数据质量与修复,员工端,5,S05,修复方案审批,查看/配合,主办/决策,配置支撑/留痕,P020_S05,P020.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P020,数据质量与修复,员工端,6,S06,双人复核执行,主办/填写,主办/决策,配置支撑/留痕,P020_S06,P020.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P020,数据质量与修复,员工端,7,S07,下游补偿与重算,查看/配合,监督/协同,配置支撑/留痕,P020_S07,P020.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P020,数据质量与修复,员工端,8,S08,前后值核验,查看/配合,主办/决策,配置支撑/留痕,P020_S08,P020.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P020,数据质量与修复,员工端,9,S09,补充归档与审计,查看/配合,主办/决策,系统自动/技术保障,P020_S09,P020.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P021,经营会议闭环,员工端,1,S01,议题申报,查看/配合,监督/协同,配置支撑/留痕,P021_S01,P021.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P021,经营会议闭环,员工端,2,S02,材料校验,查看/配合,主办/决策,配置支撑/留痕,P021_S02,P021.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P021,经营会议闭环,员工端,3,S03,总裁办初审,查看/配合,主办/决策,配置支撑/留痕,P021_S03,P021.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P021,经营会议闭环,员工端,4,S04,会议发布,查看/配合,主办/决策,配置支撑/留痕,P021_S04,P021.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P021,经营会议闭环,员工端,5,S05,会议召开,查看/配合,监督/协同,配置支撑/留痕,P021_S05,P021.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P021,经营会议闭环,员工端,6,S06,主持人确认纪要,主办/填写,主办/决策,配置支撑/留痕,P021_S06,P021.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P021,经营会议闭环,员工端,7,S07,行动项自动生成,查看/配合,监督/协同,系统自动/技术保障,P021_S07,P021.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P021,经营会议闭环,员工端,8,S08,责任中心执行,主办/填写,监督/协同,配置支撑/留痕,P021_S08,P021.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P021,经营会议闭环,员工端,9,S09,总裁办验收,查看/配合,主办/决策,配置支撑/留痕,P021_S09,P021.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P021,经营会议闭环,员工端,10,S10,归档,查看/配合,主办/决策,配置支撑/留痕,P021_S10,P021.stage.10.completed,节点结果、附件、状态事件、通知与审计记录
P022,总裁指令闭环,员工端,1,S01,指令登记,主办/填写,监督/协同,配置支撑/留痕,P022_S01,P022.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P022,总裁指令闭环,员工端,2,S02,权限与密级确认,主办/填写,主办/决策,系统自动/技术保障,P022_S02,P022.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P022,总裁指令闭环,员工端,3,S03,责任中心签收,主办/填写,监督/协同,配置支撑/留痕,P022_S03,P022.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P022,总裁指令闭环,员工端,4,S04,任务分解,查看/配合,监督/协同,配置支撑/留痕,P022_S04,P022.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P022,总裁指令闭环,员工端,5,S05,执行反馈,主办/填写,监督/协同,配置支撑/留痕,P022_S05,P022.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P022,总裁指令闭环,员工端,6,S06,异常升级,查看/配合,监督/协同,配置支撑/留痕,P022_S06,P022.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P022,总裁指令闭环,员工端,7,S07,结果验收,查看/配合,主办/决策,配置支撑/留痕,P022_S07,P022.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P022,总裁指令闭环,员工端,8,S08,复盘归档,查看/配合,主办/决策,配置支撑/留痕,P022_S08,P022.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P023,重大事项升级,员工端,1,S01,风险发现,查看/配合,监督/协同,配置支撑/留痕,P023_S01,P023.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P023,重大事项升级,员工端,2,S02,分级判断,查看/配合,监督/协同,配置支撑/留痕,P023_S02,P023.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P023,重大事项升级,员工端,3,S03,先行止险,查看/配合,监督/协同,配置支撑/留痕,P023_S03,P023.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P023,重大事项升级,员工端,4,S04,通知有权人员,查看/配合,监督/协同,配置支撑/留痕,P023_S04,P023.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P023,重大事项升级,员工端,5,S05,建立专题,查看/配合,监督/协同,配置支撑/留痕,P023_S05,P023.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P023,重大事项升级,员工端,6,S06,持续报告,查看/配合,监督/协同,配置支撑/留痕,P023_S06,P023.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P023,重大事项升级,员工端,7,S07,决定执行,主办/填写,主办/决策,配置支撑/留痕,P023_S07,P023.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P023,重大事项升级,员工端,8,S08,关闭或转案件,查看/配合,主办/决策,配置支撑/留痕,P023_S08,P023.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P024,预算闭环,员工端,1,S01,预算申报,查看/配合,监督/协同,配置支撑/留痕,P024_S01,P024.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P024,预算闭环,员工端,2,S02,汇总校验,查看/配合,主办/决策,配置支撑/留痕,P024_S02,P024.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P024,预算闭环,员工端,3,S03,中心确认,主办/填写,主办/决策,配置支撑/留痕,P024_S03,P024.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P024,预算闭环,员工端,4,S04,财务复核,查看/配合,主办/决策,配置支撑/留痕,P024_S04,P024.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
