process_code,process_name,endpoint,interface_code,external_system,purpose,interaction,key_data,idempotency_key,retry_policy,compensation,audit
P015,成长积分与荣誉积分,员工端,I07,人力资源与考勤,员工、编制、合同、假勤、排班、绩效,API+事件,员工ID/岗位/时间/分数,P015-07-{业务主键},指数退避3次；超限转死信/人工,对账补偿；差异工单,请求ID、响应码、耗时、摘要、重试和最终结果
P016,员工福利与关怀,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P016-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P016,员工福利与关怀,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P016-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P016,员工福利与关怀,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P016-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P016,员工福利与关怀,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P016-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P016,员工福利与关怀,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P016-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P016,员工福利与关怀,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P016-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P016,员工福利与关怀,员工端,I07,人力资源与考勤,员工、编制、合同、假勤、排班、绩效,API+事件,员工ID/岗位/时间/分数,P016-07-{业务主键},指数退避3次；超限转死信/人工,对账补偿；差异工单,请求ID、响应码、耗时、摘要、重试和最终结果
P016,员工福利与关怀,员工端,I08,财务预算与支付,预算占用、票据、付款、凭证、对账,API+批次,预算项/金额/凭证号,P016-08-{业务主键},指数退避3次；超限转死信/人工,冲销补偿；T+1对账,请求ID、响应码、耗时、摘要、重试和最终结果
P017,电子签署,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P017-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P017,电子签署,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P017-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P017,电子签署,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P017-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P017,电子签署,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P017-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P017,电子签署,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P017-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P017,电子签署,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P017-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P018,数据导入,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P018-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P018,数据导入,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P018-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P018,数据导入,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P018-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P018,数据导入,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P018-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P018,数据导入,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P018-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P018,数据导入,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P018-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P019,敏感导出与文件下载,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P019-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P019,敏感导出与文件下载,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P019-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P019,敏感导出与文件下载,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P019-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P019,敏感导出与文件下载,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P019-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P019,敏感导出与文件下载,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P019-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P019,敏感导出与文件下载,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P019-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P020,数据质量与修复,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P020-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P020,数据质量与修复,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P020-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P020,数据质量与修复,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P020-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P020,数据质量与修复,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P020-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P020,数据质量与修复,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P020-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P020,数据质量与修复,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P020-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P021,经营会议闭环,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P021-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P021,经营会议闭环,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P021-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P021,经营会议闭环,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P021-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P021,经营会议闭环,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P021-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P021,经营会议闭环,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P021-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
