process_code,process_name,endpoint,state_code,state_name,enter_condition,allowed_action,next_state,sla,timeout_policy,rollback_rule,audit_point
P010,员工学习、考试与资格,员工端,S09,到期复训/复证,岗位权限联动,提交/确认/处理/退回/转交（按权限）,归档,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P010,员工学习、考试与资格,员工端,S10,归档,到期复训/复证,提交/确认/处理/退回/转交（按权限）,已关闭,事项关闭后2个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P011,绩效管理,员工端,S01,目标制定,流程触发/发起,提交/确认/处理/退回/转交（按权限）,员工确认,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P011,绩效管理,员工端,S02,员工确认,目标制定,提交/确认/处理/退回/转交（按权限）,过程记录与辅导,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P011,绩效管理,员工端,S03,过程记录与辅导,员工确认,提交/确认/处理/退回/转交（按权限）,权威数据归集,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P011,绩效管理,员工端,S04,权威数据归集,过程记录与辅导,提交/确认/处理/退回/转交（按权限）,员工自评/主管评价,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P011,绩效管理,员工端,S05,员工自评/主管评价,权威数据归集,提交/确认/处理/退回/转交（按权限）,1000分计算,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P011,绩效管理,员工端,S06,1000分计算,员工自评/主管评价,提交/确认/处理/退回/转交（按权限）,校准,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P011,绩效管理,员工端,S07,校准,1000分计算,提交/确认/处理/退回/转交（按权限）,结果反馈确认,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P011,绩效管理,员工端,S08,结果反馈确认,校准,提交/确认/处理/退回/转交（按权限）,申诉复核,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P011,绩效管理,员工端,S09,申诉复核,结果反馈确认,提交/确认/处理/退回/转交（按权限）,绩效影响执行,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P011,绩效管理,员工端,S10,绩效影响执行,申诉复核,提交/确认/处理/退回/转交（按权限）,归档,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P011,绩效管理,员工端,S11,归档,绩效影响执行,提交/确认/处理/退回/转交（按权限）,已关闭,事项关闭后2个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P012,晋升与任职发展,员工端,S01,个人申请/组织提名,流程触发/发起,提交/确认/处理/退回/转交（按权限）,资格与冻结状态审查,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P012,晋升与任职发展,员工端,S02,资格与冻结状态审查,个人申请/组织提名,提交/确认/处理/退回/转交（按权限）,1000分综合评估,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P012,晋升与任职发展,员工端,S03,1000分综合评估,资格与冻结状态审查,提交/确认/处理/退回/转交（按权限）,岗位空缺与预算核验,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P012,晋升与任职发展,员工端,S04,岗位空缺与预算核验,1000分综合评估,提交/确认/处理/退回/转交（按权限）,竞聘/评审,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P012,晋升与任职发展,员工端,S05,竞聘/评审,岗位空缺与预算核验,提交/确认/处理/退回/转交（按权限）,审批,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P012,晋升与任职发展,员工端,S06,审批,竞聘/评审,提交/确认/处理/退回/转交（按权限）,公示/告知,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P012,晋升与任职发展,员工端,S07,公示/告知,审批,提交/确认/处理/退回/转交（按权限）,任命与薪酬确认,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P012,晋升与任职发展,员工端,S08,任命与薪酬确认,公示/告知,提交/确认/处理/退回/转交（按权限）,验证期,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P012,晋升与任职发展,员工端,S09,验证期,任命与薪酬确认,提交/确认/处理/退回/转交（按权限）,正式生效/回退安排,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P012,晋升与任职发展,员工端,S10,正式生效/回退安排,验证期,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P013,奖励,员工端,S01,贡献事实形成,流程触发/发起,提交/确认/处理/退回/转交（按权限）,证据核验,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P013,奖励,员工端,S02,证据核验,贡献事实形成,提交/确认/处理/退回/转交（按权限）,奖励级别建议,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
