源数据库字段,常用中文名,源类型,目标类型,敏感级别,涉及流程数,必填占比,目标分布,校验规则摘要,脱敏规则,审计要求
order_no,订单编号,文本,varchar(64),P1-内部,9,1.0,ticketing.ticket_refund_change.order_no[TYPED_COLUMN]×18；ticketing.offline_check_event.order_no[TYPED_COLUMN]×17；ticketing.ticket_order.order_no[TYPED_COLUMN]×17；drone.flight_cancellation.order_no[TYPED_COLUMN]×6；ecommerce.ota_order.order_no[TYPED_COLUMN]×6；ecommerce.refund_order.order_no[TYPED_COLUMN]×6；entertainment.suspension_decision.order_no[TYPED_COLUMN]×6；finance.loan_request.order_no[TYPED_COLUMN]×6；sales.secondary_sale.order_no[TYPED_COLUMN]×6,,,记录新增与修改
original_instance_no,原流程实例编号,文本,jsonb,P1-内部,126,1.0,workflow.wf_instance.context_snapshot.original_instance_no[COMMON_SERVICE]×148,必须存在且未关闭,,记录新增与修改
owner_center_id,主责中心,文本,jsonb,P1-内部,126,1.0,workflow.wf_instance.context_snapshot.owner_center_id[COMMON_SERVICE]×126,,,记录新增与修改
owner_department_id,主责部门,文本,jsonb,P1-内部,126,0.0,workflow.wf_instance.context_snapshot.owner_department_id[COMMON_SERVICE]×126,,,记录新增与修改
owner_employee_id,主责人,文本,jsonb,P1-内部,126,1.0,workflow.wf_instance.context_snapshot.owner_employee_id[COMMON_SERVICE]×126,,,记录新增与修改
participating_centers,参与中心,组织集合,varchar(64),P1-内部,7,1.0,workflow.wf_business_relation.relation_type[RELATION_LINK]×77,,,记录新增与修改
pay_status,支付状态,枚举,varchar(64),P1-内部,3,0.0,ticketing.ticket_refund_change.pay_status[TYPED_COLUMN]×12；ticketing.offline_check_event.pay_status[TYPED_COLUMN]×11；ticketing.ticket_order.pay_status[TYPED_COLUMN]×11,,,记录新增与修改
payment_status,付款/回款状态,枚举,varchar(64),P1-内部,4,0.0,finance.budget_request.payment_status[TYPED_COLUMN]×6；finance.expense_claim.payment_status[TYPED_COLUMN]×6；finance.loan_request.payment_status[TYPED_COLUMN]×6；finance.reconciliation_task.payment_status[TYPED_COLUMN]×6,,,记录新增与修改
performer_ids,演员/执行人员,人员集合,varchar(64),P1-内部,7,0.0,workflow.wf_business_relation.relation_type[RELATION_LINK]×80,,,记录新增与修改
period_or_course_no,周期/课程编号,文本,varchar(32),P1-内部,10,1.0,learning.learning_assignment.period_or_course_no[TYPED_COLUMN]×17；performance.performance_cycle.period_or_course_no[TYPED_COLUMN]×17；attendance.shift_change_request.period_or_course_no[TYPED_COLUMN]×6；collaboration.notice.period_or_course_no[TYPED_COLUMN]×6；education.course_product.period_or_course_no[TYPED_COLUMN]×6；education.teacher_schedule.period_or_course_no[TYPED_COLUMN]×6；hr.employee_onboarding.period_or_course_no[TYPED_COLUMN]×6；hr.employee_transfer.period_or_course_no[TYPED_COLUMN]×6；hr.promotion_request.period_or_course_no[TYPED_COLUMN]×6；sales.lead.period_or_course_no[TYPED_COLUMN]×6,,,记录新增与修改
permission_review_cycle_days,权限复核周期,整数,jsonb,P1-内部,126,0.0,workflow.wf_sla_policy.remind_rules.permission_review_cycle_days[COMMON_SERVICE]×126,1-3650,,记录新增与修改
person_name,姓名,文本,varchar(50),P2-个人,9,1.0,hr.employee_offboarding.person_name[TYPED_COLUMN]×17；hr.employee_onboarding.person_name[TYPED_COLUMN]×17；hr.employee_transfer.person_name[TYPED_COLUMN]×17；hr.promotion_request.person_name[TYPED_COLUMN]×17；iam.login_session.person_name[TYPED_COLUMN]×17；iam.permission_request.person_name[TYPED_COLUMN]×17；dormitory.stay_record.person_name[TYPED_COLUMN]×6；sales.customer_handover.person_name[TYPED_COLUMN]×6；workflow.wf_orchestration_instance.person_name[TYPED_COLUMN]×6,,外部显示部分脱敏,记录新增与修改
person_no,人员/候选人编号,文本,varchar(32),P1-内部,10,1.0,hr.employee_offboarding.person_no[TYPED_COLUMN]×17；hr.employee_onboarding.person_no[TYPED_COLUMN]×17；hr.employee_transfer.person_no[TYPED_COLUMN]×17；hr.promotion_request.person_no[TYPED_COLUMN]×17；iam.login_session.person_no[TYPED_COLUMN]×17；iam.permission_request.person_no[TYPED_COLUMN]×17；dormitory.stay_record.person_no[TYPED_COLUMN]×6；iam.account_execution.person_no[TYPED_COLUMN]×6；sales.customer_handover.person_no[TYPED_COLUMN]×6；workflow.wf_orchestration_instance.person_no[TYPED_COLUMN]×6,,,记录新增与修改
pilot_id,飞行员,文本,varchar(32),P1-内部,3,1.0,drone.flight_cancellation.pilot_id[TYPED_COLUMN]×11；drone.flight_incident.pilot_id[TYPED_COLUMN]×11；drone.flight_task.pilot_id[TYPED_COLUMN]×11,,,记录新增与修改
pilot_license_no,资质证书编号,文本,varchar(64),P2-个人,3,1.0,drone.flight_cancellation.pilot_license_no[TYPED_COLUMN]×11；drone.flight_incident.pilot_license_no[TYPED_COLUMN]×11；drone.flight_task.pilot_license_no[TYPED_COLUMN]×11,,部分脱敏,记录新增与修改
planned_delivery_date,计划到货日期,日期,date,P1-内部,3,0.0,procurement.purchase_return.planned_delivery_date[TYPED_COLUMN]×12；procurement.emergency_purchase.planned_delivery_date[TYPED_COLUMN]×11；procurement.purchase_request.planned_delivery_date[TYPED_COLUMN]×11,,,记录新增与修改
planned_effective_date,计划生效日期,日期,date,P1-内部,6,1.0,hr.employee_offboarding.planned_effective_date[TYPED_COLUMN]×11；hr.employee_onboarding.planned_effective_date[TYPED_COLUMN]×11；hr.employee_transfer.planned_effective_date[TYPED_COLUMN]×11；hr.promotion_request.planned_effective_date[TYPED_COLUMN]×11；iam.login_session.planned_effective_date[TYPED_COLUMN]×11；iam.permission_request.planned_effective_date[TYPED_COLUMN]×11,,,记录新增与修改
planned_finish_at,计划完成时间,日期时间,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,不得早于计划开始时间,,记录新增与修改
planned_flight_window,计划起止时间,日期时间区间,tstzrange,P1-内部,3,1.0,drone.flight_cancellation.planned_flight_window[TYPED_COLUMN]×11；drone.flight_incident.planned_flight_window[TYPED_COLUMN]×11；drone.flight_task.planned_flight_window[TYPED_COLUMN]×11,,,记录新增与修改
planned_publish_at,计划发布时间,日期时间,timestamptz,P1-内部,16,0.0,content.change_request.planned_publish_at[TYPED_COLUMN]×12；media.ad_campaign.planned_publish_at[TYPED_COLUMN]×12；planning.change_request.planned_publish_at[TYPED_COLUMN]×12；brand.authorization.planned_publish_at[TYPED_COLUMN]×11；brand.infringement_case.planned_publish_at[TYPED_COLUMN]×11；brand.material_review.planned_publish_at[TYPED_COLUMN]×11；content.material_request.planned_publish_at[TYPED_COLUMN]×11；content.shooting_task.planned_publish_at[TYPED_COLUMN]×11；ecommerce.ota_order.planned_publish_at[TYPED_COLUMN]×11；ecommerce.product_listing.planned_publish_at[TYPED_COLUMN]×11；ecommerce.refund_order.planned_publish_at[TYPED_COLUMN]×11；ecommerce.review_complaint.planned_publish_at[TYPED_COLUMN]×11；media.live_session.planned_publish_at[TYPED_COLUMN]×11；media.public_opinion_case.planned_publish_at[TYPED_COLUMN]×11；media.short_video_release.planned_publish_at[TYPED_COLUMN]×11；planning.project.planned_publish_at[TYPED_COLUMN]×11,,,记录新增与修改
planned_start_at,计划开始时间,日期时间,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
points_delta,积分变动值,整数,bigint,P1-内部,4,0.0,reward.point_transaction.points_delta[TYPED_COLUMN]×12；reward.discipline_case.points_delta[TYPED_COLUMN]×11；reward.reward_case.points_delta[TYPED_COLUMN]×11；welfare.care_case.points_delta[TYPED_COLUMN]×11,,,记录新增与修改
practical_result,实操认证结果,枚举,varchar(64),P1-内部,2,0.0,learning.learning_assignment.practical_result[TYPED_COLUMN]×11；performance.performance_cycle.practical_result[TYPED_COLUMN]×11,,,记录新增与修改
pre_repair_snapshot,修复前快照策略,枚举,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
pre_show_check,场前检查结果,枚举,varchar(64),P1-内部,7,0.0,entertainment.show_session.pre_show_check[TYPED_COLUMN]×12；entertainment.staff_shortage.pre_show_check[TYPED_COLUMN]×12；entertainment.suspension_decision.pre_show_check[TYPED_COLUMN]×12；costume.session_preparation.pre_show_check[TYPED_COLUMN]×11；entertainment.program.pre_show_check[TYPED_COLUMN]×11；entertainment.suspension_advice.pre_show_check[TYPED_COLUMN]×11；entertainment.tech_support_task.pre_show_check[TYPED_COLUMN]×11,,,记录新增与修改
precheck_rules,前置校验规则,JSON,jsonb,P1-内部,126,1.0,workflow.wf_rule.rule_expr.precheck_rules[COMMON_SERVICE]×126,,,记录新增与修改
previous_stage_summary,前置节点结果摘要,长文本,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×2164,,,记录新增与修改
priority,紧急程度,枚举,varchar(16),P1-内部,126,1.0,workflow.wf_instance.priority[COMMON_SERVICE]×126,紧急时必须填写原因,,记录新增与修改
problem_items,问题清单,子表,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
process_code,流程编码,文本,varchar(16),P1-内部,126,1.0,workflow.wf_instance.process_code[COMMON_SERVICE]×2164,匹配已发布流程版本,,记录新增与修改
process_instance_no,流程实例编号,文本,varchar(64),P1-内部,126,1.0,workflow.wf_instance.instance_no[COMMON_SERVICE]×2164,全局唯一；不可修改,,记录新增与修改
product_id,产品/票种,文本,varchar(64),P1-内部,3,1.0,ticketing.ticket_refund_change.product_id[TYPED_COLUMN]×12；ticketing.offline_check_event.product_id[TYPED_COLUMN]×11；ticketing.ticket_order.product_id[TYPED_COLUMN]×11,,,记录新增与修改
program_version_id,节目编号/版本,文本,varchar(64),P1-内部,9,1.0,entertainment.show_session.program_version_id[TYPED_COLUMN]×18；entertainment.staff_shortage.program_version_id[TYPED_COLUMN]×18；entertainment.suspension_decision.program_version_id[TYPED_COLUMN]×18；costume.session_preparation.program_version_id[TYPED_COLUMN]×17；entertainment.program.program_version_id[TYPED_COLUMN]×17；entertainment.suspension_advice.program_version_id[TYPED_COLUMN]×17；entertainment.tech_support_task.program_version_id[TYPED_COLUMN]×17；costume.inventory_check.program_version_id[TYPED_COLUMN]×6；workflow.wf_orchestration_instance.program_version_id[TYPED_COLUMN]×6,,,记录新增与修改
progress_note,本次进展,长文本,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
progress_percent,总体进度,百分比,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,0-100,,记录新增与修改
publish_channels,发布平台/渠道,渠道集合,jsonb,P1-内部,16,0.0,content.change_request_item.item_value_json[CHILD_ITEM]×12；media.ad_campaign_item.item_value_json[CHILD_ITEM]×12；planning.change_request_item.item_value_json[CHILD_ITEM]×12；brand.authorization_item.item_value_json[CHILD_ITEM]×11；brand.infringement_case_item.item_value_json[CHILD_ITEM]×11；brand.material_review_item.item_value_json[CHILD_ITEM]×11；content.material_request_item.item_value_json[CHILD_ITEM]×11；content.shooting_task_item.item_value_json[CHILD_ITEM]×11；ecommerce.ota_order_item.item_value_json[CHILD_ITEM]×11；ecommerce.product_listing_item.item_value_json[CHILD_ITEM]×11；ecommerce.refund_order_item.item_value_json[CHILD_ITEM]×11；ecommerce.review_complaint_item.item_value_json[CHILD_ITEM]×11；media.live_session_item.item_value_json[CHILD_ITEM]×11；media.public_opinion_case_item.item_value_json[CHILD_ITEM]×11；media.short_video_release_item.item_value_json[CHILD_ITEM]×11；planning.project_item.item_value_json[CHILD_ITEM]×11,,,记录新增与修改
publish_meeting_at,发布/召开时间,日期时间,timestamptz,P1-内部,7,0.0,collaboration.meeting.publish_meeting_at[TYPED_COLUMN]×33；collaboration.notice.publish_meeting_at[TYPED_COLUMN]×22；administration.official_document.publish_meeting_at[TYPED_COLUMN]×11；collaboration.executive_directive.publish_meeting_at[TYPED_COLUMN]×11,,,记录新增与修改
purchase_category,采购品类,枚举,varchar(64),P1-内部,4,1.0,procurement.purchase_return.purchase_category[TYPED_COLUMN]×18；procurement.emergency_purchase.purchase_category[TYPED_COLUMN]×17；procurement.purchase_request.purchase_category[TYPED_COLUMN]×17；asset.stock_in.purchase_category[TYPED_COLUMN]×6,,,记录新增与修改
purchase_items,物品/服务明细,子表,jsonb,P1-内部,3,1.0,procurement.purchase_return_item.item_value_json[CHILD_ITEM]×12；procurement.emergency_purchase_item.item_value_json[CHILD_ITEM]×11；procurement.purchase_request_item.item_value_json[CHILD_ITEM]×11,,,记录新增与修改
purchase_order_no,采购订单编号,文本,varchar(32),P1-内部,3,0.0,procurement.purchase_return.purchase_order_no[TYPED_COLUMN]×12；procurement.emergency_purchase.purchase_order_no[TYPED_COLUMN]×11；procurement.purchase_request.purchase_order_no[TYPED_COLUMN]×11,,,记录新增与修改
purchase_request_no,采购需求编号,文本,varchar(32),P1-内部,4,0.0,procurement.purchase_return.purchase_request_no[TYPED_COLUMN]×18；procurement.emergency_purchase.purchase_request_no[TYPED_COLUMN]×17；procurement.purchase_request.purchase_request_no[TYPED_COLUMN]×17；asset.stock_in.purchase_request_no[TYPED_COLUMN]×6,,,记录新增与修改
qualification_effective_date,资格生效日期,日期,date,P1-内部,2,0.0,learning.learning_assignment.qualification_effective_date[TYPED_COLUMN]×11；performance.performance_cycle.qualification_effective_date[TYPED_COLUMN]×11,,,记录新增与修改
qualification_expire_date,资格到期日期,日期,date,P1-内部,2,0.0,learning.learning_assignment.qualification_expire_date[TYPED_COLUMN]×11；performance.performance_cycle.qualification_expire_date[TYPED_COLUMN]×11,,,记录新增与修改
quality_result,质量结论,枚举,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
quantity,人数/数量,整数,bigint,P1-内部,3,1.0,ticketing.ticket_refund_change.quantity[TYPED_COLUMN]×12；ticketing.offline_check_event.quantity[TYPED_COLUMN]×11；ticketing.ticket_order.quantity[TYPED_COLUMN]×11,大于0,,记录新增与修改
quantity_result,数量/范围结论,枚举,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
quota_account_id,额度账户,文本,varchar(32),P1-内部,3,0.0,attendance.leave_request.quota_account_id[TYPED_COLUMN]×12；attendance.shift_change_request.quota_account_id[TYPED_COLUMN]×12；attendance.overtime_request.quota_account_id[TYPED_COLUMN]×11,,,记录新增与修改
quota_amount,预占/扣减额度,小数,"numeric(18,6)",P1-内部,3,0.0,attendance.leave_request.quota_amount[TYPED_COLUMN]×12；attendance.shift_change_request.quota_amount[TYPED_COLUMN]×12；attendance.overtime_request.quota_amount[TYPED_COLUMN]×11,,,记录新增与修改
quotation_items,询比价记录,子表,jsonb,P1-内部,3,0.0,procurement.purchase_return_item.item_value_json[CHILD_ITEM]×12；procurement.emergency_purchase_item.item_value_json[CHILD_ITEM]×11；procurement.purchase_request_item.item_value_json[CHILD_ITEM]×11,,,记录新增与修改
raci_matrix,RACI职责矩阵,子表,jsonb,P1-内部,7,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×77,,,记录新增与修改
reason,事由与背景,长文本,jsonb,P1-内部,126,1.0,workflow.wf_instance.context_snapshot.reason[COMMON_SERVICE]×126,不少于10字,,记录新增与修改
receipt_attachments,回执附件,文件集合,varchar(128),P1-内部,126,0.0,document.attachment_link.field_code[ATTACHMENT_LINK]×126,,,记录新增与修改
reception_level,接待等级,枚举,varchar(64),P1-内部,5,1.0,reception.change_request.reception_level[TYPED_COLUMN]×12；reception.guide_execution.reception_level[TYPED_COLUMN]×11；reception.reception_order.reception_level[TYPED_COLUMN]×11；fleet.vehicle_dispatch.reception_level[TYPED_COLUMN]×6；workflow.wf_orchestration_instance.reception_level[TYPED_COLUMN]×6,,,记录新增与修改
reception_team_no,接待/团队编号,文本,varchar(64),P1-内部,6,1.0,reception.change_request.reception_team_no[TYPED_COLUMN]×18；reception.guide_execution.reception_team_no[TYPED_COLUMN]×17；reception.reception_order.reception_team_no[TYPED_COLUMN]×17；fleet.vehicle_dispatch.reception_team_no[TYPED_COLUMN]×6；reception.complaint.reception_team_no[TYPED_COLUMN]×6；workflow.wf_orchestration_instance.reception_team_no[TYPED_COLUMN]×6,,,记录新增与修改
recipient_scope,参与/送达范围,组织人员集合,jsonb,P1-内部,7,1.0,collaboration.meeting_item.item_value_json[CHILD_ITEM]×33；collaboration.notice_item.item_value_json[CHILD_ITEM]×22；administration.official_document_item.item_value_json[CHILD_ITEM]×11；collaboration.executive_directive_item.item_value_json[CHILD_ITEM]×11,,,记录新增与修改
reconciliation_schedule,对账频率,CRON,jsonb,P1-内部,126,0.0,integration.endpoint.retry_policy.reconciliation_schedule[COMMON_SERVICE]×126,,,记录新增与修改
recovered_at,恢复时间,日期时间,timestamptz,P1-内部,3,0.0,entertainment.equipment_fault.recovered_at[TYPED_COLUMN]×6；itops.network_incident.recovered_at[TYPED_COLUMN]×6；maintenance.repair_order.recovered_at[TYPED_COLUMN]×6,,,记录新增与修改
rectification_due_at,整改期限,日期时间,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
rectification_requirement,整改要求,长文本,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,限期整改时必填,,记录新增与修改
refund_change_reason,退款/改签原因,长文本,text,P1-内部,3,0.0,ticketing.offline_check_event.refund_change_reason[TYPED_COLUMN]×6；ticketing.ticket_order.refund_change_reason[TYPED_COLUMN]×6；ticketing.ticket_refund_change.refund_change_reason[TYPED_COLUMN]×6,,,记录新增与修改
rejection_reason,退回/驳回原因,长文本,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,退回或驳回时必填,,记录新增与修改
related_document_nos,关联单据编号,文本集合,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×2164,,,记录新增与修改
repair_approval_policy,修复脚本审批策略,JSON,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
repair_rollback_policy,回滚策略,JSON,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
requested_amount,申请/业务金额,金额,"numeric(18,2)",P1-内部,4,0.0,finance.budget_request.requested_amount[TYPED_COLUMN]×12；finance.reconciliation_task.requested_amount[TYPED_COLUMN]×12；finance.expense_claim.requested_amount[TYPED_COLUMN]×11；finance.loan_request.requested_amount[TYPED_COLUMN]×11,不得小于0,,记录新增与修改
resolution_action,处理措施,长文本,text,P1-内部,3,0.0,entertainment.equipment_fault.resolution_action[TYPED_COLUMN]×11；itops.network_incident.resolution_action[TYPED_COLUMN]×11；maintenance.repair_order.resolution_action[TYPED_COLUMN]×11,,,记录新增与修改
resource_child_orders,票务餐饮车辆子单,子表,jsonb,P1-内部,3,0.0,reception.change_request_item.item_value_json[CHILD_ITEM]×6；reception.guide_execution_item.item_value_json[CHILD_ITEM]×6；reception.reception_order_item.item_value_json[CHILD_ITEM]×6,,,记录新增与修改
resource_items,资源清单,子表,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
resource_no,车辆/房间/床位编号,文本,varchar(64),P1-内部,5,1.0,dormitory.stay_record.resource_no[TYPED_COLUMN]×17；fleet.vehicle_dispatch.resource_no[TYPED_COLUMN]×17；fleet.vehicle_incident.resource_no[TYPED_COLUMN]×17；drone.flight_incident.resource_no[TYPED_COLUMN]×6；maintenance.repair_order.resource_no[TYPED_COLUMN]×6,,,记录新增与修改
resource_result,预算/资源结论,枚举,jsonb,P1-内部,126,0.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
resource_user_id,使用人/入住人,文本,varchar(32),P1-内部,3,1.0,dormitory.stay_record.resource_user_id[TYPED_COLUMN]×11；fleet.vehicle_dispatch.resource_user_id[TYPED_COLUMN]×11；fleet.vehicle_incident.resource_user_id[TYPED_COLUMN]×11,,,记录新增与修改
result_confirmed,是否确认结果,布尔,jsonb,P1-内部,126,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×126,,,记录新增与修改
result_summary,结果摘要,长文本,text,P1-内部,126,1.0,workflow.wf_orchestration_instance.result_summary[TYPED_COLUMN]×7；collaboration.meeting.result_summary[TYPED_COLUMN]×3；collaboration.notice.result_summary[TYPED_COLUMN]×2；devops.release.result_summary[TYPED_COLUMN]×2；administration.large_event.result_summary[TYPED_COLUMN]×1；administration.official_document.result_summary[TYPED_COLUMN]×1；archive.archive_package.result_summary[TYPED_COLUMN]×1；archive.borrow_request.result_summary[TYPED_COLUMN]×1；archive.disposal_appraisal.result_summary[TYPED_COLUMN]×1；asset.asset_disposal.result_summary[TYPED_COLUMN]×1；asset.asset_use_transaction.result_summary[TYPED_COLUMN]×1；asset.stock_in.result_summary[TYPED_COLUMN]×1；asset.stocktake.result_summary[TYPED_COLUMN]×1；attendance.leave_request.result_summary[TYPED_COLUMN]×1；attendance.overtime_request.result_summary[TYPED_COLUMN]×1；attendance.shift_change_request.result_summary[TYPED_COLUMN]×1；audit.data_export_request.result_summary[TYPED_COLUMN]×1；audit.data_quality_issue.result_summary[TYPED_COLUMN]×1；brand.authorization.result_summary[TYPED_COLUMN]×1；brand.infringement_case.result_summary[TYPED_COLUMN]×1；brand.material_review.result_summary[TYPED_COLUMN]×1；catering.food_safety_incident.result_summary[TYPED_COLUMN]×1；catering.group_meal_order.result_summary[TYPED_COLUMN]×1；catering.ingredient_acceptance.result_summary[TYPED_COLUMN]×1；catering.meal_card_settlement.result_summary[TYPED_COLUMN]×1；cleaning.cleaning_task.result_summary[TYPED_COLUMN]×1；cleaning.event_support.result_summary[TYPED_COLUMN]×1；cleaning.pollution_incident.result_summary[TYPED_COLUMN]×1；collaboration.executive_directive.result_summary[TYPED_COLUMN]×1；collaboration.major_matter.result_summary[TYPED_COLUMN]×1；content.change_request.result_summary[TYPED_COLUMN]×1；content.material_request.result_summary[TYPED_COLUMN]×1；content.shooting_task.result_summary[TYPED_COLUMN]×1；costume.damage_report.result_summary[TYPED_COLUMN]×1；costume.inventory_check.result_summary[TYPED_COLUMN]×1；costume.session_preparation.result_summary[TYPED_COLUMN]×1；crm.channel_partner.result_summary[TYPED_COLUMN]×1；crm.opportunity.result_summary[TYPED_COLUMN]×1；devops.defect.result_summary[TYPED_COLUMN]×1；devops.requirement.result_summary[TYPED_COLUMN]×1；document.signature_envelope.result_summary[TYPED_COLUMN]×1；dormitory.stay_record.result_summary[TYPED_COLUMN]×1；drone.flight_cancellation.result_summary[TYPED_COLUMN]×1；drone.flight_incident.result_summary[TYPED_COLUMN]×1；drone.flight_task.result_summary[TYPED_COLUMN]×1；ecommerce.ota_order.result_summary[TYPED_COLUMN]×1；ecommerce.product_listing.result_summary[TYPED_COLUMN]×1；ecommerce.refund_order.result_summary[TYPED_COLUMN]×1；ecommerce.review_complaint.result_summary[TYPED_COLUMN]×1；education.course_product.result_summary[TYPED_COLUMN]×1；education.study_tour_delivery.result_summary[TYPED_COLUMN]×1；education.teacher_schedule.result_summary[TYPED_COLUMN]×1；entertainment.equipment_fault.result_summary[TYPED_COLUMN]×1；entertainment.program.result_summary[TYPED_COLUMN]×1；entertainment.show_session.result_summary[TYPED_COLUMN]×1；entertainment.staff_shortage.result_summary[TYPED_COLUMN]×1；entertainment.suspension_advice.result_summary[TYPED_COLUMN]×1；entertainment.suspension_decision.result_summary[TYPED_COLUMN]×1；entertainment.tech_support_task.result_summary[TYPED_COLUMN]×1；finance.budget_request.result_summary[TYPED_COLUMN]×1；finance.expense_claim.result_summary[TYPED_COLUMN]×1；finance.loan_request.result_summary[TYPED_COLUMN]×1；finance.reconciliation_task.result_summary[TYPED_COLUMN]×1；fleet.vehicle_dispatch.result_summary[TYPED_COLUMN]×1；fleet.vehicle_incident.result_summary[TYPED_COLUMN]×1；hr.employee_offboarding.result_summary[TYPED_COLUMN]×1；hr.employee_onboarding.result_summary[TYPED_COLUMN]×1；hr.employee_profile_change.result_summary[TYPED_COLUMN]×1；hr.employee_transfer.result_summary[TYPED_COLUMN]×1；hr.promotion_request.result_summary[TYPED_COLUMN]×1；iam.account_execution.result_summary[TYPED_COLUMN]×1；iam.login_session.result_summary[TYPED_COLUMN]×1；iam.permission_request.result_summary[TYPED_COLUMN]×1；integration.data_import_job.result_summary[TYPED_COLUMN]×1；itops.event_support.result_summary[TYPED_COLUMN]×1；itops.network_change.result_summary[TYPED_COLUMN]×1；itops.network_incident.result_summary[TYPED_COLUMN]×1；itops.recovery_drill.result_summary[TYPED_COLUMN]×1；itops.service_request.result_summary[TYPED_COLUMN]×1；learning.learning_assignment.result_summary[TYPED_COLUMN]×1；maintenance.repair_order.result_summary[TYPED_COLUMN]×1；marketing.campaign.result_summary[TYPED_COLUMN]×1；media.ad_campaign.result_summary[TYPED_COLUMN]×1；media.live_session.result_summary[TYPED_COLUMN]×1；media.public_opinion_case.result_summary[TYPED_COLUMN]×1；media.short_video_release.result_summary[TYPED_COLUMN]×1；merchant.merchant_admission.result_summary[TYPED_COLUMN]×1；merchant.merchant_exit.result_summary[TYPED_COLUMN]×1；merchant.merchant_inspection.result_summary[TYPED_COLUMN]×1；performance.performance_cycle.result_summary[TYPED_COLUMN]×1；planning.change_request.result_summary[TYPED_COLUMN]×1；planning.event_handover.result_summary[TYPED_COLUMN]×1；planning.project.result_summary[TYPED_COLUMN]×1；procurement.emergency_purchase.result_summary[TYPED_COLUMN]×1；procurement.purchase_request.result_summary[TYPED_COLUMN]×1；procurement.purchase_return.result_summary[TYPED_COLUMN]×1；reception.change_request.result_summary[TYPED_COLUMN]×1；reception.complaint.result_summary[TYPED_COLUMN]×1；reception.guide_execution.result_summary[TYPED_COLUMN]×1；reception.reception_order.result_summary[TYPED_COLUMN]×1；reward.discipline_case.result_summary[TYPED_COLUMN]×1；reward.point_transaction.result_summary[TYPED_COLUMN]×1；reward.reward_case.result_summary[TYPED_COLUMN]×1；sales.customer_handover.result_summary[TYPED_COLUMN]×1；sales.deal.result_summary[TYPED_COLUMN]×1；sales.lead.result_summary[TYPED_COLUMN]×1；sales.secondary_sale.result_summary[TYPED_COLUMN]×1；security.crowd_alert.result_summary[TYPED_COLUMN]×1；security.event_security_plan.result_summary[TYPED_COLUMN]×1；security.patrol_task.result_summary[TYPED_COLUMN]×1；security.security_incident.result_summary[TYPED_COLUMN]×1；ticketing.offline_check_event.result_summary[TYPED_COLUMN]×1；ticketing.ticket_order.result_summary[TYPED_COLUMN]×1；ticketing.ticket_refund_change.result_summary[TYPED_COLUMN]×1；welfare.care_case.result_summary[TYPED_COLUMN]×1；workflow.generic_request.result_summary[TYPED_COLUMN]×1,,,记录新增与修改
retention_period,保管期限,枚举,jsonb,P1-内部,3,1.0,workflow.wf_submission_value.value_json[DYNAMIC_CONFIG]×33,,,记录新增与修改
retry_policy,重试策略,JSON,jsonb,P1-内部,126,1.0,integration.endpoint.retry_policy[COMMON_SERVICE]×126,,,记录新增与修改
return_condition,交付/归还状态,枚举,varchar(64),P1-内部,3,0.0,dormitory.stay_record.return_condition[TYPED_COLUMN]×6；fleet.vehicle_dispatch.return_condition[TYPED_COLUMN]×6；fleet.vehicle_incident.return_condition[TYPED_COLUMN]×6,,,记录新增与修改
